pair,signal,conf,entry,sl,tp,outcome,pnl_r,time
DOGEUSDT,LONG,70,0.0791,0.0788,0.08,LOSS,-1.0,2022-06-10 08:00:00
DOGEUSDT,SHORT,100,0.0754,0.0765,0.0721,LOSS,-1.0,2022-06-10 23:00:00
DOGEUSDT,SHORT,100,0.0699,0.0726,0.0619,LOSS,-1.0,2022-06-11 16:00:00
DOGEUSDT,SHORT,70,0.0661,0.0669,0.0638,WIN,3.0,2022-06-12 20:00:00
DOGEUSDT,LONG,70,0.0558,0.0533,0.0635,LOSS,-1.0,2022-06-13 19:00:00
DOGEUSDT,SHORT,70,0.0577,0.0601,0.0508,LOSS,-1.0,2022-06-14 06:00:00
DOGEUSDT,LONG,70,0.0551,0.0537,0.0595,LOSS,-1.0,2022-06-14 17:00:00
DOGEUSDT,LONG,70,0.0526,0.0493,0.0624,WIN,3.0,2022-06-15 04:00:00
DOGEUSDT,LONG,100,0.0545,0.0523,0.061,LOSS,-1.0,2022-06-15 15:00:00
DOGEUSDT,LONG,70,0.0586,0.0566,0.0647,LOSS,-1.0,2022-06-16 06:00:00
DOGEUSDT,LONG,100,0.0579,0.057,0.0606,LOSS,-1.0,2022-06-16 17:00:00
DOGEUSDT,LONG,70,0.0563,0.0543,0.0624,LOSS,-1.0,2022-06-17 04:00:00
DOGEUSDT,SHORT,100,0.0566,0.058,0.0523,WIN,3.0,2022-06-17 15:00:00
DOGEUSDT,SHORT,100,0.0564,0.058,0.0517,WIN,3.0,2022-06-18 02:00:00
DOGEUSDT,LONG,70,0.0518,0.0509,0.0545,WIN,3.0,2022-06-19 01:00:00
DOGEUSDT,SHORT,70,0.0569,0.0578,0.054,LOSS,-1.0,2022-06-19 12:00:00
DOGEUSDT,SHORT,100,0.0605,0.0638,0.0504,LOSS,-1.0,2022-06-19 23:00:00
DOGEUSDT,SHORT,70,0.0612,0.0636,0.0542,LOSS,-1.0,2022-06-20 10:00:00
DOGEUSDT,SHORT,70,0.0594,0.0614,0.0531,LOSS,-1.0,2022-06-20 21:00:00
DOGEUSDT,LONG,100,0.0661,0.0622,0.0779,LOSS,-1.0,2022-06-21 18:00:00
DOGEUSDT,LONG,70,0.0636,0.0624,0.067,LOSS,-1.0,2022-06-22 05:00:00
DOGEUSDT,LONG,100,0.0626,0.061,0.0676,LOSS,-1.0,2022-06-22 16:00:00
DOGEUSDT,LONG,70,0.0628,0.0611,0.0678,LOSS,-1.0,2022-06-23 03:00:00
DOGEUSDT,LONG,70,0.0627,0.0612,0.0673,WIN,3.0,2022-06-23 15:00:00
DOGEUSDT,SHORT,70,0.0661,0.067,0.0635,LOSS,-1.0,2022-06-24 16:00:00
DOGEUSDT,LONG,70,0.0683,0.0666,0.0734,LOSS,-1.0,2022-06-25 07:00:00
DOGEUSDT,LONG,100,0.0678,0.0666,0.0715,WIN,3.0,2022-06-25 18:00:00
DOGEUSDT,LONG,100,0.0681,0.0667,0.0724,WIN,3.0,2022-06-26 05:00:00
DOGEUSDT,LONG,70,0.073,0.0713,0.078,WIN,3.0,2022-06-26 23:00:00
DOGEUSDT,LONG,70,0.0776,0.0753,0.0848,LOSS,-1.0,2022-06-27 10:00:00
DOGEUSDT,LONG,70,0.072,0.0698,0.0784,LOSS,-1.0,2022-06-27 21:00:00
DOGEUSDT,SHORT,70,0.0728,0.0738,0.0699,WIN,3.0,2022-06-28 08:00:00
DOGEUSDT,SHORT,100,0.0666,0.0681,0.062,LOSS,-1.0,2022-06-29 04:00:00
DOGEUSDT,SHORT,100,0.0669,0.0682,0.0628,LOSS,-1.0,2022-06-29 15:00:00
DOGEUSDT,SHORT,100,0.0686,0.0699,0.0647,WIN,3.0,2022-06-30 02:00:00
DOGEUSDT,SHORT,70,0.0651,0.0662,0.0618,LOSS,-1.0,2022-06-30 15:00:00
DOGEUSDT,SHORT,70,0.0676,0.0691,0.0632,LOSS,-1.0,2022-07-01 02:00:00
DOGEUSDT,SHORT,70,0.0652,0.066,0.0627,LOSS,-1.0,2022-07-01 15:00:00
DOGEUSDT,LONG,70,0.0663,0.0652,0.0694,LOSS,-1.0,2022-07-02 02:00:00
DOGEUSDT,LONG,100,0.0669,0.0659,0.0698,LOSS,-1.0,2022-07-02 13:00:00
DOGEUSDT,SHORT,70,0.0664,0.068,0.0618,LOSS,-1.0,2022-07-03 00:00:00
DOGEUSDT,LONG,70,0.0656,0.0644,0.0691,WIN,3.0,2022-07-03 11:00:00
DOGEUSDT,LONG,70,0.0669,0.0661,0.0693,WIN,3.0,2022-07-03 22:00:00
DOGEUSDT,LONG,100,0.0668,0.066,0.0689,WIN,3.0,2022-07-04 09:00:00
DOGEUSDT,LONG,70,0.0681,0.0674,0.0704,LOSS,-1.0,2022-07-04 20:00:00
DOGEUSDT,LONG,100,0.0675,0.0663,0.0711,LOSS,-1.0,2022-07-05 08:00:00
DOGEUSDT,LONG,70,0.0681,0.0673,0.0706,LOSS,-1.0,2022-07-05 19:00:00
DOGEUSDT,SHORT,100,0.0676,0.0683,0.0656,LOSS,-1.0,2022-07-06 06:00:00
DOGEUSDT,LONG,70,0.0708,0.0696,0.0744,LOSS,-1.0,2022-07-07 20:00:00
DOGEUSDT,LONG,70,0.0705,0.0695,0.0735,LOSS,-1.0,2022-07-08 07:00:00
DOGEUSDT,LONG,70,0.0702,0.0695,0.0721,LOSS,-1.0,2022-07-08 19:00:00
DOGEUSDT,LONG,100,0.0698,0.069,0.072,LOSS,-1.0,2022-07-09 06:00:00
DOGEUSDT,LONG,70,0.0699,0.0691,0.0723,LOSS,-1.0,2022-07-09 17:00:00
DOGEUSDT,LONG,70,0.0685,0.0682,0.0694,LOSS,-1.0,2022-07-10 05:00:00
DOGEUSDT,SHORT,100,0.0668,0.0679,0.0638,WIN,3.0,2022-07-11 00:00:00
DOGEUSDT,SHORT,70,0.065,0.0657,0.063,WIN,3.0,2022-07-11 12:00:00
DOGEUSDT,SHORT,70,0.0615,0.0624,0.0587,WIN,3.0,2022-07-13 07:00:00
DOGEUSDT,LONG,70,0.0601,0.0587,0.0644,LOSS,-1.0,2022-07-13 19:00:00
DOGEUSDT,LONG,70,0.0605,0.0597,0.0629,LOSS,-1.0,2022-07-14 07:00:00
DOGEUSDT,SHORT,70,0.0618,0.0624,0.0601,LOSS,-1.0,2022-07-14 19:00:00
DOGEUSDT,LONG,100,0.0623,0.0614,0.0649,LOSS,-1.0,2022-07-15 06:00:00
DOGEUSDT,LONG,70,0.0626,0.0618,0.0649,LOSS,-1.0,2022-07-15 17:00:00
DOGEUSDT,LONG,70,0.0625,0.0619,0.0644,LOSS,-1.0,2022-07-16 04:00:00
DOGEUSDT,LONG,70,0.0633,0.0623,0.0661,LOSS,-1.0,2022-07-16 15:00:00
DOGEUSDT,SHORT,70,0.0641,0.0647,0.0622,LOSS,-1.0,2022-07-17 02:00:00
DOGEUSDT,SHORT,70,0.0635,0.064,0.0617,LOSS,-1.0,2022-07-17 13:00:00
DOGEUSDT,SHORT,70,0.0633,0.064,0.0609,LOSS,-1.0,2022-07-18 00:00:00
DOGEUSDT,LONG,70,0.0686,0.0668,0.0743,LOSS,-1.0,2022-07-18 16:00:00
DOGEUSDT,SHORT,100,0.0668,0.0694,0.0591,LOSS,-1.0,2022-07-19 10:00:00
DOGEUSDT,LONG,70,0.069,0.0665,0.0767,WIN,3.0,2022-07-19 23:00:00
DOGEUSDT,LONG,70,0.0738,0.0715,0.0807,LOSS,-1.0,2022-07-20 15:00:00
DOGEUSDT,LONG,70,0.0672,0.066,0.0706,WIN,3.0,2022-07-21 02:00:00
DOGEUSDT,LONG,70,0.0687,0.0665,0.0755,LOSS,-1.0,2022-07-21 13:00:00
DOGEUSDT,SHORT,70,0.0706,0.0714,0.068,WIN,3.0,2022-07-22 00:00:00
DOGEUSDT,LONG,100,0.0707,0.0692,0.0751,LOSS,-1.0,2022-07-22 12:00:00
DOGEUSDT,LONG,70,0.0674,0.0667,0.0697,LOSS,-1.0,2022-07-22 23:00:00
DOGEUSDT,LONG,100,0.068,0.0669,0.0713,LOSS,-1.0,2022-07-23 10:00:00
DOGEUSDT,SHORT,100,0.0672,0.0681,0.0645,LOSS,-1.0,2022-07-23 21:00:00
DOGEUSDT,LONG,70,0.0685,0.0673,0.0722,LOSS,-1.0,2022-07-24 08:00:00
DOGEUSDT,LONG,70,0.068,0.0673,0.0699,LOSS,-1.0,2022-07-24 19:00:00
DOGEUSDT,SHORT,70,0.0618,0.0625,0.0599,LOSS,-1.0,2022-07-26 09:00:00
DOGEUSDT,SHORT,100,0.0613,0.0621,0.0589,LOSS,-1.0,2022-07-26 20:00:00
DOGEUSDT,LONG,100,0.0624,0.0615,0.0651,WIN,3.0,2022-07-27 09:00:00
DOGEUSDT,SHORT,70,0.0671,0.0677,0.0653,WIN,3.0,2022-07-28 02:00:00
DOGEUSDT,LONG,100,0.0656,0.0648,0.068,WIN,3.0,2022-07-28 13:00:00
DOGEUSDT,LONG,70,0.0697,0.068,0.075,LOSS,-1.0,2022-07-29 00:00:00
DOGEUSDT,LONG,70,0.0689,0.068,0.0715,LOSS,-1.0,2022-07-29 11:00:00
DOGEUSDT,LONG,100,0.0701,0.0689,0.0737,LOSS,-1.0,2022-07-29 22:00:00
DOGEUSDT,LONG,100,0.0705,0.0688,0.0759,LOSS,-1.0,2022-07-30 19:00:00
DOGEUSDT,SHORT,100,0.071,0.0716,0.069,LOSS,-1.0,2022-07-31 06:00:00
DOGEUSDT,SHORT,70,0.071,0.0715,0.0695,LOSS,-1.0,2022-07-31 17:00:00
DOGEUSDT,SHORT,100,0.0701,0.0716,0.0659,WIN,3.0,2022-08-01 04:00:00
DOGEUSDT,LONG,70,0.069,0.0674,0.0739,LOSS,-1.0,2022-08-01 15:00:00
DOGEUSDT,SHORT,100,0.066,0.0671,0.0627,LOSS,-1.0,2022-08-02 08:00:00
DOGEUSDT,SHORT,70,0.0673,0.0689,0.0624,LOSS,-1.0,2022-08-02 20:00:00
DOGEUSDT,LONG,70,0.067,0.0655,0.0714,LOSS,-1.0,2022-08-03 07:00:00
DOGEUSDT,SHORT,70,0.068,0.0687,0.0659,WIN,3.0,2022-08-03 18:00:00
DOGEUSDT,LONG,70,0.0673,0.0666,0.0694,LOSS,-1.0,2022-08-04 05:00:00
DOGEUSDT,LONG,70,0.0666,0.0653,0.0704,LOSS,-1.0,2022-08-04 20:00:00
DOGEUSDT,LONG,100,0.0687,0.0677,0.0715,LOSS,-1.0,2022-08-05 12:00:00
DOGEUSDT,LONG,100,0.0692,0.0685,0.0713,WIN,3.0,2022-08-06 00:00:00
DOGEUSDT,SHORT,70,0.0697,0.0708,0.0666,LOSS,-1.0,2022-08-06 12:00:00
DOGEUSDT,LONG,100,0.0686,0.0679,0.0709,LOSS,-1.0,2022-08-06 23:00:00
DOGEUSDT,LONG,70,0.0687,0.0678,0.0712,WIN,3.0,2022-08-07 10:00:00
DOGEUSDT,SHORT,100,0.0696,0.0702,0.0677,LOSS,-1.0,2022-08-07 21:00:00
DOGEUSDT,SHORT,70,0.07,0.0704,0.0687,LOSS,-1.0,2022-08-08 16:00:00
DOGEUSDT,SHORT,70,0.0707,0.0712,0.0692,LOSS,-1.0,2022-08-09 03:00:00
DOGEUSDT,LONG,70,0.0691,0.0685,0.0708,LOSS,-1.0,2022-08-09 20:00:00
DOGEUSDT,LONG,70,0.0685,0.0681,0.0698,LOSS,-1.0,2022-08-10 08:00:00
DOGEUSDT,LONG,100,0.0701,0.0693,0.0726,WIN,3.0,2022-08-10 19:00:00
DOGEUSDT,LONG,70,0.0713,0.0703,0.0745,WIN,3.0,2022-08-11 07:00:00
DOGEUSDT,LONG,70,0.0712,0.0701,0.0746,LOSS,-1.0,2022-08-11 18:00:00
DOGEUSDT,LONG,70,0.0711,0.0704,0.0733,LOSS,-1.0,2022-08-12 05:00:00
DOGEUSDT,LONG,70,0.0708,0.0704,0.0722,WIN,3.0,2022-08-12 16:00:00
DOGEUSDT,LONG,70,0.081,0.0783,0.0894,LOSS,-1.0,2022-08-15 00:00:00
DOGEUSDT,LONG,70,0.0757,0.0741,0.0806,WIN,3.0,2022-08-15 11:00:00
DOGEUSDT,LONG,100,0.0764,0.0755,0.0789,LOSS,-1.0,2022-08-15 22:00:00
DOGEUSDT,SHORT,70,0.0857,0.0898,0.0734,LOSS,-1.0,2022-08-16 20:00:00
DOGEUSDT,SHORT,70,0.0818,0.084,0.0751,LOSS,-1.0,2022-08-17 19:00:00
DOGEUSDT,SHORT,100,0.0812,0.0831,0.0757,WIN,3.0,2022-08-18 07:00:00
DOGEUSDT,SHORT,70,0.0693,0.0711,0.064,LOSS,-1.0,2022-08-19 12:00:00
DOGEUSDT,SHORT,70,0.0688,0.0709,0.0627,LOSS,-1.0,2022-08-20 00:00:00
DOGEUSDT,LONG,70,0.0699,0.0683,0.0748,LOSS,-1.0,2022-08-20 11:00:00
DOGEUSDT,LONG,70,0.0696,0.0683,0.0736,LOSS,-1.0,2022-08-21 01:00:00
DOGEUSDT,LONG,70,0.069,0.0666,0.0765,LOSS,-1.0,2022-08-21 13:00:00
DOGEUSDT,LONG,70,0.0689,0.067,0.0747,LOSS,-1.0,2022-08-22 00:00:00
DOGEUSDT,LONG,70,0.0672,0.0656,0.0721,LOSS,-1.0,2022-08-22 21:00:00
DOGEUSDT,SHORT,70,0.0684,0.069,0.0664,LOSS,-1.0,2022-08-23 08:00:00
DOGEUSDT,SHORT,100,0.0683,0.069,0.066,LOSS,-1.0,2022-08-23 19:00:00
DOGEUSDT,LONG,70,0.0679,0.0667,0.0714,LOSS,-1.0,2022-08-24 06:00:00
DOGEUSDT,SHORT,70,0.0691,0.0694,0.0681,LOSS,-1.0,2022-08-24 17:00:00
DOGEUSDT,LONG,100,0.0685,0.0673,0.0721,LOSS,-1.0,2022-08-25 04:00:00
DOGEUSDT,LONG,100,0.0683,0.0672,0.0719,LOSS,-1.0,2022-08-25 15:00:00
DOGEUSDT,LONG,100,0.0693,0.0683,0.0724,LOSS,-1.0,2022-08-26 02:00:00
DOGEUSDT,LONG,100,0.0688,0.0677,0.0721,LOSS,-1.0,2022-08-26 13:00:00
DOGEUSDT,SHORT,70,0.0634,0.0643,0.0606,LOSS,-1.0,2022-08-27 06:00:00
DOGEUSDT,SHORT,70,0.0634,0.0642,0.0608,LOSS,-1.0,2022-08-27 22:00:00
DOGEUSDT,SHORT,70,0.0638,0.0642,0.0626,LOSS,-1.0,2022-08-28 09:00:00
DOGEUSDT,LONG,100,0.0639,0.0631,0.0661,LOSS,-1.0,2022-08-28 20:00:00
DOGEUSDT,LONG,70,0.0618,0.0605,0.0655,LOSS,-1.0,2022-08-29 07:00:00
DOGEUSDT,SHORT,100,0.063,0.0638,0.0608,LOSS,-1.0,2022-08-29 19:00:00
DOGEUSDT,SHORT,70,0.0638,0.0646,0.0615,WIN,3.0,2022-08-30 06:00:00
DOGEUSDT,LONG,70,0.0609,0.0605,0.0621,WIN,3.0,2022-08-30 18:00:00
DOGEUSDT,SHORT,100,0.0631,0.0638,0.0608,WIN,3.0,2022-08-31 05:00:00
DOGEUSDT,LONG,70,0.0619,0.061,0.0645,LOSS,-1.0,2022-08-31 16:00:00
DOGEUSDT,SHORT,100,0.0607,0.0615,0.0585,LOSS,-1.0,2022-09-01 09:00:00
DOGEUSDT,SHORT,70,0.0622,0.0627,0.0608,LOSS,-1.0,2022-09-01 20:00:00
DOGEUSDT,SHORT,70,0.0619,0.0626,0.0597,LOSS,-1.0,2022-09-02 07:00:00
DOGEUSDT,SHORT,100,0.0614,0.0621,0.0594,LOSS,-1.0,2022-09-02 18:00:00
DOGEUSDT,SHORT,70,0.0624,0.0631,0.0603,LOSS,-1.0,2022-09-03 06:00:00
DOGEUSDT,SHORT,70,0.0626,0.0632,0.061,LOSS,-1.0,2022-09-03 17:00:00
DOGEUSDT,LONG,70,0.0628,0.0623,0.0645,LOSS,-1.0,2022-09-04 04:00:00
DOGEUSDT,LONG,100,0.0628,0.0623,0.0642,LOSS,-1.0,2022-09-04 22:00:00
DOGEUSDT,LONG,70,0.062,0.0615,0.0634,LOSS,-1.0,2022-09-05 09:00:00
DOGEUSDT,LONG,70,0.0622,0.0618,0.0632,WIN,3.0,2022-09-05 20:00:00
DOGEUSDT,LONG,70,0.0633,0.0627,0.0652,LOSS,-1.0,2022-09-06 07:00:00
DOGEUSDT,SHORT,70,0.0588,0.0599,0.0553,LOSS,-1.0,2022-09-07 00:00:00
DOGEUSDT,SHORT,70,0.0594,0.0598,0.0583,LOSS,-1.0,2022-09-07 11:00:00
DOGEUSDT,SHORT,100,0.0608,0.0612,0.0598,WIN,3.0,2022-09-08 10:00:00
DOGEUSDT,LONG,70,0.0608,0.0597,0.064,WIN,3.0,2022-09-08 21:00:00
DOGEUSDT,LONG,70,0.0637,0.0627,0.0664,LOSS,-1.0,2022-09-10 00:00:00
DOGEUSDT,LONG,70,0.0644,0.0634,0.0673,LOSS,-1.0,2022-09-11 02:00:00
DOGEUSDT,LONG,70,0.064,0.0634,0.0657,LOSS,-1.0,2022-09-11 13:00:00
DOGEUSDT,LONG,70,0.0642,0.0633,0.0671,LOSS,-1.0,2022-09-12 01:00:00
DOGEUSDT,SHORT,70,0.0646,0.0657,0.0613,WIN,3.0,2022-09-12 12:00:00
DOGEUSDT,LONG,100,0.0639,0.0634,0.0655,LOSS,-1.0,2022-09-12 23:00:00
DOGEUSDT,LONG,100,0.0636,0.0633,0.0645,LOSS,-1.0,2022-09-13 10:00:00
DOGEUSDT,LONG,70,0.0602,0.0597,0.0618,LOSS,-1.0,2022-09-13 21:00:00
DOGEUSDT,LONG,70,0.0606,0.0597,0.0631,LOSS,-1.0,2022-09-14 08:00:00
DOGEUSDT,LONG,70,0.0605,0.0598,0.0624,LOSS,-1.0,2022-09-15 02:00:00
DOGEUSDT,LONG,70,0.0606,0.0598,0.0628,LOSS,-1.0,2022-09-15 13:00:00
DOGEUSDT,SHORT,100,0.0595,0.06,0.0579,LOSS,-1.0,2022-09-16 03:00:00
DOGEUSDT,LONG,70,0.0595,0.0588,0.0615,LOSS,-1.0,2022-09-16 14:00:00
DOGEUSDT,LONG,100,0.0617,0.0614,0.0627,LOSS,-1.0,2022-09-18 00:00:00
DOGEUSDT,LONG,70,0.0608,0.0602,0.0625,LOSS,-1.0,2022-09-18 11:00:00
DOGEUSDT,SHORT,100,0.0569,0.0577,0.0546,LOSS,-1.0,2022-09-19 10:00:00
DOGEUSDT,LONG,70,0.0586,0.0579,0.0607,LOSS,-1.0,2022-09-20 03:00:00
DOGEUSDT,LONG,100,0.0585,0.0578,0.0605,LOSS,-1.0,2022-09-20 17:00:00
DOGEUSDT,SHORT,70,0.0589,0.061,0.0527,LOSS,-1.0,2022-09-21 05:00:00
DOGEUSDT,LONG,70,0.0585,0.0579,0.0604,LOSS,-1.0,2022-09-21 16:00:00
DOGEUSDT,LONG,70,0.0575,0.0563,0.061,WIN,3.0,2022-09-22 03:00:00
DOGEUSDT,LONG,100,0.0587,0.0579,0.0612,WIN,3.0,2022-09-22 14:00:00
DOGEUSDT,LONG,70,0.0602,0.0593,0.0629,LOSS,-1.0,2022-09-23 10:00:00
DOGEUSDT,LONG,70,0.0639,0.0622,0.0689,LOSS,-1.0,2022-09-23 22:00:00
DOGEUSDT,LONG,70,0.0636,0.0623,0.0674,LOSS,-1.0,2022-09-24 21:00:00
DOGEUSDT,LONG,70,0.0629,0.0625,0.0642,LOSS,-1.0,2022-09-25 08:00:00
DOGEUSDT,SHORT,100,0.0616,0.0627,0.0586,LOSS,-1.0,2022-09-26 01:00:00
DOGEUSDT,LONG,70,0.061,0.0594,0.0657,LOSS,-1.0,2022-09-26 19:00:00
DOGEUSDT,LONG,70,0.0627,0.0621,0.0646,LOSS,-1.0,2022-09-27 06:00:00
DOGEUSDT,LONG,70,0.0601,0.0594,0.0624,LOSS,-1.0,2022-09-27 17:00:00
DOGEUSDT,LONG,70,0.0602,0.0597,0.0618,LOSS,-1.0,2022-09-28 12:00:00
DOGEUSDT,LONG,70,0.0605,0.0597,0.0629,LOSS,-1.0,2022-09-28 23:00:00
DOGEUSDT,LONG,100,0.0603,0.0597,0.0618,LOSS,-1.0,2022-09-29 10:00:00
DOGEUSDT,SHORT,100,0.0603,0.0612,0.0578,LOSS,-1.0,2022-09-29 21:00:00
DOGEUSDT,SHORT,70,0.061,0.0613,0.06,WIN,3.0,2022-09-30 08:00:00
DOGEUSDT,LONG,100,0.0603,0.0592,0.0634,LOSS,-1.0,2022-09-30 19:00:00
DOGEUSDT,LONG,100,0.0606,0.0601,0.0622,LOSS,-1.0,2022-10-01 16:00:00
DOGEUSDT,LONG,100,0.0608,0.0604,0.0619,LOSS,-1.0,2022-10-02 03:00:00
DOGEUSDT,LONG,70,0.0598,0.0593,0.0613,LOSS,-1.0,2022-10-02 14:00:00
DOGEUSDT,SHORT,100,0.0599,0.0606,0.0578,LOSS,-1.0,2022-10-03 01:00:00
DOGEUSDT,SHORT,100,0.0602,0.0606,0.0591,LOSS,-1.0,2022-10-03 12:00:00
DOGEUSDT,SHORT,100,0.0603,0.0606,0.0597,LOSS,-1.0,2022-10-03 23:00:00
DOGEUSDT,SHORT,70,0.0606,0.0608,0.0599,LOSS,-1.0,2022-10-04 10:00:00
DOGEUSDT,SHORT,70,0.0651,0.0674,0.0583,LOSS,-1.0,2022-10-05 06:00:00
DOGEUSDT,SHORT,70,0.0646,0.0658,0.0613,LOSS,-1.0,2022-10-05 17:00:00
DOGEUSDT,SHORT,70,0.0654,0.0672,0.0599,LOSS,-1.0,2022-10-06 07:00:00
DOGEUSDT,SHORT,100,0.062,0.0627,0.06,LOSS,-1.0,2022-10-07 19:00:00
DOGEUSDT,SHORT,100,0.0623,0.0626,0.0612,WIN,3.0,2022-10-08 06:00:00
DOGEUSDT,SHORT,100,0.0624,0.0626,0.0617,WIN,3.0,2022-10-08 17:00:00
DOGEUSDT,LONG,70,0.0617,0.061,0.0636,LOSS,-1.0,2022-10-09 06:00:00
DOGEUSDT,LONG,70,0.0621,0.0618,0.0629,LOSS,-1.0,2022-10-09 17:00:00
DOGEUSDT,LONG,70,0.0623,0.0617,0.0641,LOSS,-1.0,2022-10-10 04:00:00
DOGEUSDT,SHORT,100,0.0607,0.0613,0.0589,WIN,3.0,2022-10-10 15:00:00
DOGEUSDT,SHORT,100,0.0604,0.0609,0.0588,LOSS,-1.0,2022-10-11 15:00:00
DOGEUSDT,LONG,70,0.06,0.0594,0.0618,LOSS,-1.0,2022-10-12 02:00:00
DOGEUSDT,LONG,70,0.0599,0.0595,0.0611,LOSS,-1.0,2022-10-12 13:00:00
DOGEUSDT,LONG,70,0.0598,0.0595,0.0609,LOSS,-1.0,2022-10-13 00:00:00
DOGEUSDT,SHORT,100,0.0586,0.0596,0.0555,LOSS,-1.0,2022-10-13 16:00:00
DOGEUSDT,LONG,100,0.0601,0.0591,0.063,LOSS,-1.0,2022-10-14 07:00:00
DOGEUSDT,SHORT,70,0.0589,0.0594,0.0574,LOSS,-1.0,2022-10-15 02:00:00
DOGEUSDT,SHORT,100,0.0589,0.0594,0.0574,LOSS,-1.0,2022-10-15 13:00:00
DOGEUSDT,SHORT,70,0.0593,0.06,0.0571,LOSS,-1.0,2022-10-16 00:00:00
DOGEUSDT,SHORT,70,0.059,0.0593,0.0581,LOSS,-1.0,2022-10-16 11:00:00
DOGEUSDT,SHORT,70,0.0589,0.0592,0.0579,LOSS,-1.0,2022-10-16 23:00:00
DOGEUSDT,LONG,70,0.0596,0.0588,0.0618,LOSS,-1.0,2022-10-17 10:00:00
DOGEUSDT,LONG,70,0.0596,0.0588,0.0619,LOSS,-1.0,2022-10-18 01:00:00
DOGEUSDT,LONG,70,0.0595,0.0588,0.0614,LOSS,-1.0,2022-10-18 12:00:00
DOGEUSDT,LONG,100,0.0598,0.0593,0.0612,LOSS,-1.0,2022-10-18 23:00:00
DOGEUSDT,LONG,100,0.0592,0.0588,0.0604,LOSS,-1.0,2022-10-19 10:00:00
DOGEUSDT,LONG,100,0.0594,0.0589,0.061,LOSS,-1.0,2022-10-19 21:00:00
DOGEUSDT,LONG,100,0.0596,0.0589,0.0615,LOSS,-1.0,2022-10-20 08:00:00
DOGEUSDT,LONG,100,0.0598,0.0593,0.0614,LOSS,-1.0,2022-10-20 19:00:00
DOGEUSDT,LONG,70,0.0587,0.058,0.061,LOSS,-1.0,2022-10-21 06:00:00
DOGEUSDT,SHORT,100,0.0589,0.0592,0.058,LOSS,-1.0,2022-10-21 18:00:00
DOGEUSDT,SHORT,100,0.0592,0.0598,0.0576,LOSS,-1.0,2022-10-22 07:00:00
DOGEUSDT,LONG,70,0.0594,0.059,0.0605,LOSS,-1.0,2022-10-22 18:00:00
DOGEUSDT,LONG,70,0.0594,0.059,0.0605,LOSS,-1.0,2022-10-23 05:00:00
DOGEUSDT,SHORT,70,0.0598,0.06,0.0592,LOSS,-1.0,2022-10-23 17:00:00
DOGEUSDT,LONG,100,0.0596,0.0591,0.0609,LOSS,-1.0,2022-10-24 04:00:00
DOGEUSDT,LONG,70,0.0592,0.059,0.0599,LOSS,-1.0,2022-10-24 15:00:00
DOGEUSDT,SHORT,100,0.0602,0.0611,0.0574,LOSS,-1.0,2022-10-25 02:00:00
DOGEUSDT,SHORT,70,0.0609,0.0611,0.06,LOSS,-1.0,2022-10-25 13:00:00
DOGEUSDT,SHORT,70,0.0772,0.0799,0.069,LOSS,-1.0,2022-10-27 12:00:00
DOGEUSDT,LONG,100,0.0769,0.0747,0.0836,LOSS,-1.0,2022-10-27 23:00:00
DOGEUSDT,LONG,70,0.0835,0.0789,0.0972,WIN,3.0,2022-10-28 12:00:00
DOGEUSDT,SHORT,70,0.0859,0.0899,0.0737,LOSS,-1.0,2022-10-29 01:00:00
DOGEUSDT,LONG,70,0.1303,0.1221,0.1548,LOSS,-1.0,2022-10-30 07:00:00
DOGEUSDT,LONG,100,0.1173,0.1101,0.139,LOSS,-1.0,2022-10-30 18:00:00
DOGEUSDT,LONG,70,0.121,0.1112,0.1501,LOSS,-1.0,2022-10-31 05:00:00
DOGEUSDT,SHORT,70,0.1252,0.1329,0.1023,LOSS,-1.0,2022-10-31 16:00:00
DOGEUSDT,SHORT,70,0.1275,0.1324,0.1127,LOSS,-1.0,2022-11-01 03:00:00
DOGEUSDT,LONG,70,0.1433,0.1397,0.1543,LOSS,-1.0,2022-11-02 00:00:00
DOGEUSDT,LONG,70,0.1286,0.1236,0.1436,LOSS,-1.0,2022-11-02 12:00:00
DOGEUSDT,SHORT,70,0.1277,0.1334,0.1105,LOSS,-1.0,2022-11-02 23:00:00
DOGEUSDT,LONG,70,0.1338,0.1289,0.1485,LOSS,-1.0,2022-11-03 10:00:00
DOGEUSDT,LONG,70,0.1292,0.1236,0.146,LOSS,-1.0,2022-11-03 21:00:00
DOGEUSDT,LONG,70,0.12,0.1159,0.1323,WIN,3.0,2022-11-04 10:00:00
DOGEUSDT,LONG,70,0.1332,0.1284,0.1476,LOSS,-1.0,2022-11-05 04:00:00
DOGEUSDT,SHORT,70,0.1279,0.1315,0.1171,LOSS,-1.0,2022-11-05 17:00:00
DOGEUSDT,LONG,100,0.1241,0.1207,0.1343,LOSS,-1.0,2022-11-06 05:00:00
DOGEUSDT,LONG,70,0.1237,0.1209,0.1321,LOSS,-1.0,2022-11-06 16:00:00
DOGEUSDT,LONG,70,0.1157,0.1131,0.1233,LOSS,-1.0,2022-11-07 14:00:00
DOGEUSDT,LONG,70,0.0834,0.0765,0.104,LOSS,-1.0,2022-11-09 19:00:00
DOGEUSDT,LONG,70,0.0836,0.0767,0.1044,LOSS,-1.0,2022-11-10 06:00:00
